,,Timegap,X,Y,X-offset,Y-offset,Pupil Diameter Left (mm),Pupil Diameter Right (mm),Mouse X-coord,Mouse Y-coord,
,,13,2006,1293,0,0,4.55,4.31,2188,1230,
,,13,2023,1290,0,0,4.42,4.34,2188,1230,
,,13,1970,1286,0,0,4.43,4.33,2188,1230,
,,13,1996,1290,0,0,4.48,4.33,2188,1230,
,,14,2026,1280,0,0,4.51,4.34,2188,1230,
,,13,1996,1267,0,0,4.47,4.31,2188,1230,
,,13,1973,1336,0,0,4.43,4.39,2188,1230,
,,13,1986,1323,0,0,4.5,0,2188,1230,
,,13,1989,1276,0,0,4.49,4.41,2188,1230,
,,13,1976,1240,0,0,4.48,4.41,2188,1230,
,,13,1989,1280,0,0,4.58,4.38,2188,1230,
,,13,1923,1303,0,0,4.56,4.41,2188,1230,
,,14,1946,1286,0,0,4.54,4.39,2188,1230,
,,13,1999,1333,0,0,4.63,4.39,2188,1230,
,,13,1943,1303,0,0,4.52,4.48,2188,1230,
,,13,2003,1316,0,0,4.51,4.44,2188,1230,
,,13,1979,1310,0,0,4.56,4.46,2188,1230,
,,14,1976,1313,0,0,4.55,4.43,2188,1230,
,,13,1933,1286,0,0,4.62,4.41,2188,1230,
,,13,1933,1250,0,0,4.55,4.48,2188,1230,
,,14,1979,1300,0,0,4.57,4.44,2188,1230,
,,13,1930,1323,0,0,4.53,4.47,2188,1230,
,,13,1956,1310,0,0,4.63,4.47,2188,1230,
,,13,1933,1333,0,0,4.65,4.44,2188,1230,
,,13,1993,1310,0,0,4.61,4.45,2188,1230,
,,13,1926,1353,0,0,4.68,4.46,2188,1230,
,,13,1956,1293,0,0,4.68,4.5,2188,1230,
,,14,1920,1270,0,0,4.58,4.5,2188,1230,
,,13,1684,865,0,0,0,4.51,2188,1230,
,,13,1926,1320,0,0,4.62,4.6,2188,1230,
,,13,1936,1273,0,0,4.62,4.47,2188,1230,
,,13,1943,1323,0,0,4.71,4.48,2188,1230,
,,13,1910,1320,0,0,4.65,4.49,2188,1230,
,,13,1943,1353,0,0,4.58,4.49,2188,1230,
,,13,1993,1313,0,0,4.65,4.49,2188,1230,
,,13,1930,1310,0,0,4.61,4.51,2188,1230,
,,14,1973,1333,0,0,4.68,4.5,2188,1230,
,,13,1953,1333,0,0,4.62,4.49,2188,1230,
,,13,1956,1339,0,0,4.65,4.49,2188,1230,
,,13,1936,1343,0,0,4.63,4.44,2188,1230,
,,13,1887,1283,0,0,4.63,4.49,2188,1230,
,,13,1936,1306,0,0,4.57,4.46,2188,1230,
,,13,1920,1273,0,0,4.59,4.42,2188,1230,
,,13,1907,1286,0,0,4.63,4.51,2188,1230,
,,14,1986,1320,0,0,4.52,4.46,2188,1230,
,,13,1953,1336,0,0,4.62,4.49,2188,1230,
,,13,1943,1290,0,0,4.58,4.43,2188,1230,
,,13,1926,1326,0,0,4.54,4.41,2188,1230,
,,14,1953,1300,0,0,4.52,4.49,2188,1230,
,,27,2006,1349,0,0,4.55,4.38,2188,1230,
,,13,1956,1316,0,0,4.51,4.41,2188,1230,
,,13,1970,1363,0,0,4.42,4.34,2188,1230,
,,13,1979,1303,0,0,4.54,4.43,2188,1230,
,,14,1933,842,0,0,4.49,4.44,2188,1230,
,,13,1923,1306,0,0,4.53,4.37,2188,1230,
,,14,1979,1316,0,0,4.52,4.36,2188,1230,
,,13,1973,1339,0,0,4.51,4.4,2188,1230,
,,14,1963,1296,0,0,4.48,4.37,2188,1230,
,,13,1960,1293,0,0,4.42,4.34,2188,1230,
,,13,1986,1303,0,0,4.48,4.33,2188,1230,
,,14,2089,1833,0,0,4.99,4.35,2188,1230,
,,13,2003,1296,0,0,4.42,4.32,2188,1230,
,,13,1973,1290,0,0,4.47,4.29,2188,1230,
,,14,1950,1240,0,0,4.41,4.28,2188,1230,
,,13,1979,1326,0,0,4.4,4.28,2188,1230,
,,13,1956,1296,0,0,4.44,4.3,2188,1230,
,,13,1973,1286,0,0,4.36,4.29,2188,1230,
,,13,1999,1300,0,0,4.38,4.27,2188,1230,
,,13,1999,1293,0,0,4.39,4.25,2188,1230,
,,13,1970,1283,0,0,4.4,4.21,2188,1230,
,,14,1979,1260,0,0,4.38,4.21,2188,1230,
,,13,1979,1263,0,0,4.39,4.3,2188,1230,
,,13,2016,1253,0,0,4.42,4.24,2188,1230,
,,13,1936,1273,0,0,4.3,4.24,2188,1230,
,,13,2049,1267,0,0,4.27,4.22,2188,1230,
,,13,2082,2022,0,0,5.29,4.16,2188,1230,
,,13,1983,1270,0,0,4.31,4.21,2188,1230,
,,14,1993,1227,0,0,4.32,4.24,2188,1230,
,,13,1960,1300,0,0,4.28,4.16,2188,1230,
,,14,2072,1316,0,0,4.29,4.19,2188,1230,
,,13,1963,1227,0,0,4.3,4.1,2188,1230,
,,13,1933,1267,0,0,4.35,4.21,2188,1230,
,,13,2016,1276,0,0,4.31,4.15,2188,1230,
,,13,2009,1243,0,0,4.34,4.21,2188,1230,
,,14,2079,1422,0,0,4.59,4.21,2188,1230,
,,13,2019,1263,0,0,4.32,4.2,2188,1230,
,,13,2102,2095,0,0,5.27,4.28,2188,1230,
,,14,1976,1170,0,0,4.28,4.23,2188,1230,
,,13,2023,1296,0,0,4.29,4.16,2188,1230,
,,13,1737,902,0,0,0,4.22,2188,1230,
,,13,2016,1263,0,0,4.37,4.24,2188,1230,
,,13,2013,1276,0,0,4.33,4.25,2188,1230,
,,13,1986,1270,0,0,4.28,4.21,2188,1230,
,,14,2003,1253,0,0,4.36,4.25,2188,1230,
,,13,2089,1253,0,0,4.42,0,2188,1230,
,,13,1698,978,0,0,0,4.25,2188,1230,
,,13,1704,882,0,0,0,4.26,2188,1230,
,,13,1986,1247,0,0,4.37,0,2188,1230,
,,13,2042,1280,0,0,4.35,4.27,2188,1230,
,,13,2059,1273,0,0,4.39,4.25,2188,1230,
,,13,2042,1290,0,0,4.35,4.27,2188,1230,
,,13,1973,1300,0,0,4.4,4.29,2188,1230,
,,13,2013,1230,0,0,4.45,4.34,2188,1230,
,,13,2016,1243,0,0,4.37,4.35,2188,1230,
,,13,1989,1247,0,0,4.33,4.3,2188,1230,
,,13,1986,1243,0,0,4.39,0,2188,1230,
,,14,1963,1286,0,0,4.46,4.27,2188,1230,
,,13,1744,978,0,0,0,4.35,2188,1230,
,,13,1966,1276,0,0,4.46,4.32,2188,1230,
,,27,1930,1426,0,0,4.49,4.39,2188,1230,
,,14,2019,1267,0,0,4.52,0,2188,1230,
,,13,1999,1263,0,0,4.57,4.4,2188,1230,
,,13,1979,1267,0,0,4.55,4.44,2188,1230,
,,14,2036,1233,0,0,4.53,4.41,2188,1230,
,,13,1999,1310,0,0,4.58,4.41,2188,1230,
,,13,1999,1257,0,0,4.49,4.4,2188,1230,
,,27,1999,1296,0,0,4.55,4.44,2188,1230,
,,13,2016,1326,0,0,4.63,4.43,2188,1230,
,,13,1970,1280,0,0,4.64,4.49,2188,1230,
,,13,1933,1280,0,0,4.66,4.45,2188,1230,
,,13,2029,1336,0,0,4.6,4.46,2188,1230,
,,13,1966,1243,0,0,4.59,4.47,2188,1230,
,,13,1943,1267,0,0,4.61,4.43,2188,1230,
,,13,1983,1283,0,0,4.55,4.39,2188,1230,
,,13,1989,1300,0,0,4.56,4.47,2188,1230,
,,13,1999,1276,0,0,4.57,4.48,2188,1230,
,,13,2009,1286,0,0,4.56,4.41,2188,1230,
,,14,1973,1316,0,0,4.5,4.4,2188,1230,
,,13,2036,1300,0,0,4.51,4.47,2188,1230,
,,13,1993,1306,0,0,4.49,0,2188,1230,
,,13,1989,1300,0,0,4.49,4.36,2188,1230,
,,13,1960,1267,0,0,4.47,4.39,2188,1230,
,,13,1996,1028,0,0,4.41,4.4,2188,1230,
,,13,2006,1306,0,0,4.46,4.39,2188,1230,
,,13,1966,1296,0,0,4.48,4.31,2188,1230,
,,13,1973,1320,0,0,4.45,4.35,2188,1230,
,,13,1923,1296,0,0,4.47,4.28,2188,1230,
,,14,1936,1290,0,0,4.41,4.32,2188,1230,
,,13,1734,1005,0,0,0,4.26,2188,1230,
,,13,1950,1353,0,0,4.42,4.24,2188,1230,
,,13,1979,1293,0,0,4.35,4.25,2188,1230,
,,13,1989,1336,0,0,4.41,4.27,2188,1230,
,,13,2013,1313,0,0,4.38,4.21,2188,1230,
,,13,2026,1267,0,0,4.31,4.19,2188,1230,
,,13,1960,1326,0,0,4.34,4.23,2188,1230,
,,13,1999,1263,0,0,4.31,4.18,2188,1230,
,,14,1989,1353,0,0,4.38,4.13,2188,1230,
,,13,1979,1320,0,0,4.42,4.18,2188,1230,
,,13,1973,1283,0,0,4.32,4.1,2188,1230,
,,13,2006,1283,0,0,4.3,4.16,2188,1230,
,,14,2016,1273,0,0,4.29,4.17,2188,1230,
,,13,1979,1213,0,0,4.34,0,2188,1230,
,,13,1993,1286,0,0,4.36,0,2188,1230,
,,13,2006,1263,0,0,4.31,4.1,2188,1230,
,,14,1966,1273,0,0,4.27,4.07,2188,1230,
,,13,1983,1519,0,0,4.64,0,2188,1230,
,,13,1996,1326,0,0,4.31,4.16,2188,1230,
,,27,2013,1280,0,0,4.3,4.11,2188,1230,
,,13,1781,965,0,0,0,4.19,2188,1230,
,,13,2066,1293,0,0,4.32,4.21,2188,1230,
,,13,2003,1260,0,0,4.37,4.11,2188,1230,
,,14,1970,1260,0,0,4.33,4.15,2188,1230,
,,13,1993,1280,0,0,4.28,4.12,2188,1230,
,,14,1979,1267,0,0,4.32,4.09,2188,1230,
,,13,1996,1167,0,0,4.27,4.13,2188,1230,
,,13,1960,942,0,0,4.21,4.15,2188,1230,
,,13,1999,1300,0,0,4.26,4.16,2188,1230,
,,13,1986,1273,0,0,4.32,4.14,2188,1230,
,,13,1996,1240,0,0,4.26,4.14,2188,1230,
,,14,1999,812,0,0,4.19,4.09,2188,1230,
,,13,2042,1220,0,0,4.32,4.07,2188,1230,
,,13,1966,1260,0,0,4.28,4.06,2188,1230,
,,13,2046,1293,0,0,4.32,4.13,2188,1230,
,,13,1996,1280,0,0,4.26,4.09,2188,1230,
,,13,1983,1293,0,0,4.26,0,2188,1230,
,,13,1727,988,0,0,0,4.14,2188,1230,
,,14,1993,1293,0,0,4.28,4.09,2188,1230,
,,13,2042,1247,0,0,4.2,4.14,2188,1230,
,,13,2016,1230,0,0,4.25,4.18,2188,1230,
,,14,2036,1220,0,0,4.26,4.1,2188,1230,
,,13,1989,1240,0,0,4.25,4.15,2188,1230,
,,13,1999,1310,0,0,4.33,4.14,2188,1230,
,,13,1966,1230,0,0,4.29,4.14,2188,1230,
,,13,2042,1247,0,0,4.21,4.16,2188,1230,
